chrom	bin.left.bound	bin.center	cov.pop	cov.bg	cov.substracted	n.pairs
1	14.200000000000001	14.250000000000002	4164.817139180336	-1045.343848062273	5210.160987309307	11245189.0
1	14.3	14.350000000000001	1361.191665118299	5984.57481223453	-4623.383147048842	11230162.0
1	14.4	14.450000000000001	-875.7534903965523	-1073.143782293155	197.39029195561355	11194397.0
1	14.5	14.55	5548.119035127714	-2327.2449753640194	7875.3640105951445	11224795.0
1	14.600000000000001	14.650000000000002	16429.92933329538	6302.30137356695	10127.627959599162	11167812.0
1	14.700000000000001	14.750000000000002	-388.2436547247602	-3371.7037679657606	2983.4601133188676	11140173.0
1	14.8	14.850000000000001	-3424.660898242305	1914.74476776646	-5339.405665988887	11156317.0
1	14.9	14.950000000000001	-2150.982825156411	-1551.7481087692488	-599.2347163777436	11119622.0
1	15.0	15.05	3885.5854879517947	-569.0419337305618	4454.627421804877	11056769.0
1	15.100000000000001	15.150000000000002	8799.792336727212	2265.543106536478	6534.249230261256	11002192.0
1	15.200000000000001	15.250000000000002	3389.0936263004746	539.8772687861754	2849.216357576385	10972075.0
1	15.3	15.350000000000001	-6795.877836579535	-1101.0351767859297	-5694.842659721977	10961260.0
1	15.4	15.450000000000001	-9912.298022319583	574.4387599711043	-10486.736782219923	10926071.0
1	15.5	15.55	-11466.468340521225	3990.9796690928065	-15457.448009556641	10914943.0
1	15.600000000000001	15.650000000000002	-12748.2921023869	-2307.069284388148	-10441.22281795099	10901409.0
1	15.700000000000001	15.750000000000002	-14263.026881875048	-6468.474367048582	-7794.55251483874	10866653.0
1	15.8	15.850000000000001	-19981.927530831614	-2641.308522641379	-17340.619008482332	10849544.0
1	15.9	15.950000000000001	-16506.030288518734	5185.331440778483	-21691.361729349974	10817640.0
1	16.0	16.05	-17709.86382744222	4680.368606400329	-22390.232433899928	10771742.0
1	16.1	16.150000000000002	-19566.30884359584	-397.9794930417122	-19168.32935069983	10764483.0
1	16.2	16.25	-10347.500085282996	-2462.1072552317783	-7885.392829915255	10738585.0
1	16.3	16.35	-13997.587958709917	-3293.1795199597136	-10704.408438722863	10668918.0
1	16.400000000000002	16.450000000000003	-14184.099485697465	2054.9062274958505	-16239.005713188355	10664181.0
1	16.5	16.55	-13381.045437092487	791.9921551842737	-14173.037592391353	10635618.0
1	16.6	16.650000000000002	-16777.09183893227	-711.130176020545	-16065.961662950103	10608138.0
1	16.7	16.75	-20910.674911403963	-1345.0619880625063	-19565.61292348733	10581093.0
1	16.8	16.85	-14319.828944834711	-753.8045707896313	-13566.024374003455	10554200.0
1	16.900000000000002	16.950000000000003	-18644.249951625727	-679.0531962527328	-17965.19675552959	10568948.0
1	17.0	17.05	-12400.060128999108	3336.882803578554	-15736.94293252682	10562803.0
1	17.1	17.150000000000002	-19682.159279856965	-1420.3448189477785	-18261.814461078167	10492335.0
1	17.2	17.25	-10285.172694112734	-166.69980946697729	-10118.472884601839	10450730.0
1	17.3	17.35	-14594.462289645238	-1040.13610229242	-13554.326187342009	10452497.0
1	17.400000000000002	17.450000000000003	-15177.906394022622	-1177.5389356077176	-14000.36745849589	10409345.0
1	17.5	17.55	-11254.135456677643	857.2753419410215	-12111.410798597006	10380964.0
1	17.6	17.650000000000002	-15971.432338584984	-1782.896674397407	-14188.535664207911	10345905.0
1	17.7	17.75	-15916.345710179094	-4214.570790622122	-11701.774919629746	10313826.0
1	17.8	17.85	-21816.89933942189	-2796.5419569858473	-19020.35738254168	10299532.0
1	17.900000000000002	17.950000000000003	-11989.485348803564	-5901.792645029094	-6087.69270374985	10275542.0
1	18.0	18.05	-22375.66739025767	212.1673200131853	-22587.834710440562	10243920.0
1	18.1	18.150000000000002	-14690.607000350159	-1311.9968852182787	-13378.610115063422	10169167.0
1	18.2	18.25	-15580.4319349492	1782.0589966661464	-17362.490931670174	10168844.0
1	18.3	18.35	-16678.47271057861	4.9471682138498965	-16683.419878862212	10155027.0
1	18.400000000000002	18.450000000000003	-13500.091796938821	433.8562591260923	-13933.948055960203	10102186.0
1	18.5	18.55	-24940.604142129785	-2765.8933319472994	-22174.71081022971	10079272.0
1	18.6	18.650000000000002	-18197.98047357105	-7746.170000920677	-10451.810472743895	10089503.0
1	18.7	18.75	-22293.216376224264	-5665.750805322969	-16627.46557111626	10050000.0
1	18.8	18.85	-16022.220600270572	-1875.7985476385168	-14146.42205259039	10055055.0
1	18.900000000000002	18.950000000000003	-24457.948106725908	1575.384099209656	-26033.332206090497	10004449.0
1	19.0	19.05	-25278.983180144023	362.76715848964307	-25641.75033881459	9978947.0
1	19.1	19.150000000000002	-11818.87010159965	1268.8497530612528	-13087.719854572637	9949714.0
1	19.200000000000003	19.250000000000004	-11918.94356033656	-5824.718464843795	-6094.225095382417	9922608.0
1	19.3	19.35	-14784.708834223295	-2738.8949935580995	-12045.813840578989	9867264.0
1	19.400000000000002	19.450000000000003	-12986.749336101071	232.80972505418683	-13219.559061025615	9839214.0
1	19.5	19.55	-21631.108323529053	-4518.664214009315	-17112.444109526503	9826485.0
1	19.6	19.650000000000002	-14993.37973358776	2880.5228640718346	-17873.902597573717	9833822.0
1	19.700000000000003	19.750000000000004	-9977.91869535013	-4164.765765107009	-5813.152930168581	9795836.0
1	19.8	19.85	-18893.66873783888	598.3588718428125	-19492.027609636018	9754983.0
1	19.900000000000002	19.950000000000003	-16446.59565111516	-1649.5690956168553	-14797.026555453922	9713164.0
1	20.0	20.05	-7663.001162717463	60.51140651199695	-7723.512569185642	9688977.0
1	20.1	20.150000000000002	-9504.613442002992	-4198.701453380949	-5305.911988549443	9612397.0
1	20.200000000000003	20.250000000000004	-9654.574390225962	1917.8118511278087	-11572.38624127724	9600766.0
1	20.3	20.35	-10480.989363134515	-2588.8934834895963	-7892.095879623105	9565729.0
1	20.400000000000002	20.450000000000003	-5217.905194969249	-91.98868318564399	-5125.9165117675275	9520590.0
1	20.5	20.55	-6251.1731586921305	-3915.204982870442	-2335.9681757524145	9501855.0
1	20.6	20.650000000000002	-2557.7326001817232	-6293.375053251449	3735.642453125426	9503083.0
1	20.700000000000003	20.750000000000004	-7941.244198148014	-3428.8870870633764	-4512.357111030903	9451544.0
1	20.8	20.85	-14770.338410457836	-3232.306908552394	-11538.031501825406	9429512.0
1	20.900000000000002	20.950000000000003	-1300.721023078544	447.27916421720823	-1748.0001872821995	9381957.0
1	21.0	21.05	1132.6791194257876	-2394.0097181884234	3526.6888376541588	9356837.0
1	21.1	21.150000000000002	-12810.963865614658	-3605.620673191817	-9205.343192322527	9261674.0
1	21.200000000000003	21.250000000000004	-10708.27998164934	-2422.547720130335	-8285.73226142966	9248357.0
1	21.3	21.35	-3068.887931385772	-4012.6646714059266	943.7767400533751	9197204.0
1	21.400000000000002	21.450000000000003	-11517.519495988015	-1897.6190546259904	-9619.900441264908	9174551.0
1	21.5	21.55	-10884.039263505778	-2527.8730191613986	-8356.16624421714	9114202.0
1	21.6	21.650000000000002	-1149.994524376008	8057.505446404217	-9207.499970725632	9083781.0
1	21.700000000000003	21.750000000000004	-5111.5725929858045	837.7320631416221	-5949.30465605357	9072580.0
1	21.8	21.85	-14607.023246355138	2269.353867338432	-16876.377113651113	9042521.0
1	21.900000000000002	21.950000000000003	-20514.162822618717	659.5960462019242	-21173.758868891266	9023126.0
1	22.0	22.05	-10860.780151830093	-2222.434515036793	-8638.345636688435	8989292.0
1	22.1	22.150000000000002	-16184.52333211888	4960.870230757245	-21145.393562799436	8929555.0
1	22.200000000000003	22.250000000000004	-10216.803699690627	2902.964221757294	-13119.767921419323	8889943.0
1	22.3	22.35	-7892.976999968669	1833.2132705130061	-9726.190270407356	8843080.0
1	22.400000000000002	22.450000000000003	-13558.598240299149	-2809.456673531773	-10749.141566667444	8838192.0
1	22.5	22.55	-8719.698424834958	2431.518052420705	-11151.216477216542	8791121.0
1	22.6	22.650000000000002	438.2436381374329	5316.794166165819	-4878.550527983475	8753080.0
1	22.700000000000003	22.750000000000004	-4022.000793921653	1709.6318838095438	-5731.632677680665	8722099.0
1	22.8	22.85	-15447.459257135426	-953.4223634531936	-14494.036893601064	8715264.0
1	22.900000000000002	22.950000000000003	-14870.76454072581	2370.0664465302393	-17240.830987169804	8684640.0
1	23.0	23.05	-13936.733901057065	-285.22682098852033	-13651.507079984314	8658303.0
1	23.1	23.150000000000002	-11079.02087829383	-597.8847198863547	-10481.136158372208	8593923.0
1	23.200000000000003	23.250000000000004	1146.046451922084	1471.1578908450197	-325.1114389101892	8594754.0
1	23.3	23.35	-8150.9560270103175	-2151.36775474983	-5999.588272181776	8546142.0
1	23.400000000000002	23.450000000000003	1106.8008601028837	451.30051392405466	655.5003462065132	8525630.0
1	23.5	23.55	-3312.9273931288612	-2184.415721306416	-1128.5116717911344	8515282.0
1	23.6	23.650000000000002	-6341.124442929624	-3890.9854781671493	-2450.1389647187757	8491938.0
1	23.700000000000003	23.750000000000004	-5522.283594538282	-5531.862610328769	9.57901583260305	8452101.0
1	23.8	23.85	151.10758467795813	-2852.676681737469	3003.7842664379377	8418950.0
1	23.900000000000002	23.950000000000003	-1264.081141120363	-3117.139446352771	1853.0583052727143	8357752.0
1	24.0	24.05	1322.2959099282505	-2899.7270205093	4222.022930479988	8310006.0
1	24.1	24.150000000000002	5069.956792023138	-190.72708286038494	5260.683874916612	8303142.0
1	24.200000000000003	24.250000000000004	14811.102479913196	-1316.3879739873119	16127.490453745984	8249520.0
1	24.3	24.35	1322.4710751017853	1787.3798704762212	-464.9087953233117	8212436.0
1	24.400000000000002	24.450000000000003	6981.858952098339	789.6525609230815	6192.206391133753	8192399.0
1	24.5	24.55	4314.890075461409	-1553.9282704236955	5868.818345930817	8164657.0
1	24.6	24.650000000000002	5739.245053902559	1537.6280737265406	4201.616980217474	8131861.0
1	24.700000000000003	24.750000000000004	10143.808658041044	-5762.481035314541	15906.28969328601	8104224.0
1	24.8	24.85	8768.256475597058	-4103.142629672989	12871.399105316208	8074266.0
1	24.900000000000002	24.950000000000003	10113.395308339519	292.4508134943389	9820.944494793992	8038360.0
1	25.0	25.05	10614.624694546908	104.14431096469265	10510.480383582284	7989382.0
1	25.1	25.150000000000002	10853.404146171066	-1016.7925959868414	11870.19674216033	7958037.0
1	25.200000000000003	25.250000000000004	12870.005480405567	2586.083662950616	10283.921817409726	7946736.0
1	25.3	25.35	16125.337645961024	3454.392277989481	12670.945367817567	7887214.0
1	25.400000000000002	25.450000000000003	18929.416543027477	6237.088643451724	12692.327899347503	7867272.0
1	25.5	25.55	14630.026843649694	2180.5463897447257	12449.480453907914	7812252.0
1	25.6	25.650000000000002	21912.671209088672	-1173.6269718139315	23086.29818068739	7780554.0
1	25.700000000000003	25.750000000000004	9440.841598812574	-4026.1275383001575	13466.969137141583	7781322.0
1	25.8	25.85	8575.26360117338	-2846.9593193052424	11422.222920518381	7730220.0
1	25.900000000000002	25.950000000000003	1083.7376854823608	-2084.752430940945	3168.49011648416	7699431.0
1	26.0	26.05	10720.88762088418	2999.952279580925	7720.935341331597	7684190.0
1	26.1	26.150000000000002	8092.193793546439	-2031.933064646059	10124.126858242695	7636422.0
1	26.200000000000003	26.250000000000004	13218.73388631837	895.865882359762	12322.868004026412	7591061.0
1	26.3	26.35	5222.68517165895	1567.8033889403546	3654.8817828106557	7570448.0
1	26.400000000000002	26.450000000000003	4548.838664871885	-2595.8707534560176	7144.709418386118	7521362.0
1	26.5	26.55	10576.345419428779	950.8174705015645	9625.527948971265	7472504.0
1	26.6	26.650000000000002	14216.540928944152	-809.6112336063305	15026.152162573988	7473725.0
1	26.700000000000003	26.750000000000004	9293.000195931909	-283.01200332573404	9576.012199295175	7447405.0
1	26.8	26.85	236.02658205244018	-493.26587896743973	729.2924610397541	7411212.0
1	26.900000000000002	26.950000000000003	6192.401740789045	-3132.660248828476	9325.061989689828	7362067.0
1	27.0	27.05	8825.491960888437	-3854.42983041436	12679.921791370465	7374454.0
1	27.1	27.150000000000002	6476.918727105082	-3095.9339598912075	9572.852687048817	7361123.0
1	27.200000000000003	27.250000000000004	7625.039804855391	1459.1749366509916	6165.864868227039	7294929.0
1	27.3	27.35	685.4383680064426	64.63087132892635	620.8074966804609	7264168.0
1	27.400000000000002	27.450000000000003	12155.616050082856	859.2545612739847	11296.361488846973	7243959.0
1	27.5	27.55	8293.375439450108	1905.0271856689483	6388.348253812129	7219419.0
1	27.6	27.650000000000002	11018.531428059296	-3625.6461510005784	14644.177579075285	7181104.0
1	27.700000000000003	27.750000000000004	16046.282357089514	739.0071115147731	15307.275245581488	7123856.0
1	27.8	27.85	14576.903627275757	-1285.136251683844	15862.039878974898	7104978.0
1	27.900000000000002	27.950000000000003	5051.328243742942	860.9177086891932	4190.410535065497	7043114.0
1	28.0	28.05	11315.038942226487	-1467.683599017888	12782.722541274683	6999111.0
1	28.1	28.150000000000002	12290.89817308239	-4316.22874525102	16607.126918359896	6977546.0
1	28.200000000000003	28.250000000000004	11568.261272749474	617.7467931405982	10950.514479672036	6935063.0
1	28.3	28.35	18022.224500406322	514.2263419784977	17507.998158431365	6925566.0
1	28.400000000000002	28.450000000000003	17705.32731578471	-815.9889716156791	18521.31628740356	6914377.0
1	28.5	28.55	13004.272608238169	-1464.401719230527	14468.674327502982	6854254.0
1	28.6	28.650000000000002	13871.406324359394	241.30575770812268	13630.100566691171	6811519.0
1	28.700000000000003	28.750000000000004	11746.634797965731	-3777.605824716474	15524.240622734284	6766876.0
1	28.8	28.85	7042.261821972757	-1392.8774757380063	8435.139297725038	6761254.0
1	28.900000000000002	28.950000000000003	9658.901343755482	-638.5297792418063	10297.431123047372	6671036.0
1	29.0	29.05	14233.778104660982	870.5959691042186	13363.182135622541	6662337.0
1	29.1	29.150000000000002	10087.004419823215	635.0551389503253	9451.949280888688	6601071.0
1	29.200000000000003	29.250000000000004	10987.485388988001	1851.5518745004401	9135.93351456494	6581061.0
1	29.3	29.35	5127.506046077312	-2348.105479111564	7475.611525211553	6522305.0
1	29.400000000000002	29.450000000000003	9216.906645269864	1895.1585064668814	7321.748138801349	6518315.0
1	29.5	29.55	4631.165719197386	2894.0720150119537	1737.0937042030364	6490254.0
1	29.6	29.650000000000002	7792.7666507472695	1588.5772069577517	6204.18944384416	6452727.0
1	29.700000000000003	29.750000000000004	11452.680768212376	245.14664413055158	11207.534124172485	6416630.0
1	29.8	29.85	9225.776473899732	-4258.993790432488	13484.770264403047	6390834.0
1	29.900000000000002	29.950000000000003	13995.300549527108	-445.5707079600951	14440.87125753855	6334667.0
